scenario,seed,notes,makespan_months,makespan_calendar_year,total_commissioned_MW,cum_MW_by_2035,cum_MW_by_2040,cum_MW_by_2050,delay_mean_years,delay_p90_years,delay_n_projects,attrited_projects,attrited_transmission_projects,attrition_project_rate,solar_projects_n,solar_has_tx_dep_share,solar_has_gas_dep_share,solar_has_battery_joint_share,solar_bind_construction_tx_share,solar_bind_construction_gas_share,solar_bind_construction_intra_share,solar_bind_construction_other_share,solar_bind_commissioning_joint_share,solar_bind_commissioning_intra_share,solar_bind_commissioning_other_share,solar_delay_MW_total,solar_delay_MW_delayed_total,solar_delay_MW_weighted_mean_years_delayed,solar_delay_share_delayed_MW__cons_TX,solar_delay_MW_weighted_mean_years_delayed__cons_TX,solar_delay_share_delayed_MW__cons_Gas,solar_delay_MW_weighted_mean_years_delayed__cons_Gas,solar_delay_share_delayed_MW__cons_Intra,solar_delay_MW_weighted_mean_years_delayed__cons_Intra,solar_delay_share_delayed_MW__cons_Other,solar_delay_MW_weighted_mean_years_delayed__cons_Other,solar_delay_share_delayed_MW__comm_Battery,solar_delay_MW_weighted_mean_years_delayed__comm_Battery,solar_delay_share_delayed_MW__comm_Intra,solar_delay_MW_weighted_mean_years_delayed__comm_Intra,solar_delay_share_delayed_MW__comm_Other,solar_delay_MW_weighted_mean_years_delayed__comm_Other,solar_projects_total,solar_total_MW,solar_has_tx_dep_projects,solar_has_tx_dep_MW,solar_has_gas_dep_projects,solar_has_gas_dep_MW,solar_has_battery_joint_projects,solar_has_battery_joint_MW,solar_killed_projects,solar_killed_MW,solar_has_tx_dep_share_projects,solar_has_gas_dep_share_projects,solar_has_battery_joint_share_projects,solar_survival_share_projects,solar_has_tx_dep_share_MW,solar_has_gas_dep_share_MW,solar_has_battery_joint_share_MW,solar_survival_share_MW,kill_tx_no_tx_in_zone_killed_projects,kill_tx_no_tx_in_zone_killed_MW,kill_tx_insufficient_killed_projects,kill_tx_insufficient_killed_MW,kill_gas_no_gas_in_zone_killed_projects,kill_gas_no_gas_in_zone_killed_MW,kill_gas_insufficient_killed_projects,kill_gas_insufficient_killed_MW,kill_battery_no_battery_in_zone_killed_projects,kill_battery_no_battery_in_zone_killed_MW,kill_battery_insufficient_killed_projects,kill_battery_insufficient_killed_MW,delay_mean_years_pre_attrition,delay_p90_years_pre_attrition,delay_n_projects_pre_attrition,pre_delay_mean_years__Solar,pre_delay_p90_years__Solar,pre_delay_n_projects__Solar,pre_delay_mean_years__Transmission,pre_delay_p90_years__Transmission,pre_delay_n_projects__Transmission,pre_delay_mean_years__Gas Turbine,pre_delay_p90_years__Gas Turbine,pre_delay_n_projects__Gas Turbine,pre_delay_mean_years__Battery,pre_delay_p90_years__Battery,pre_delay_n_projects__Battery,post_delay_mean_years__Solar,post_delay_p90_years__Solar,post_delay_n_projects__Solar,post_delay_mean_years__Transmission,post_delay_p90_years__Transmission,post_delay_n_projects__Transmission,post_delay_mean_years__Gas Turbine,post_delay_p90_years__Gas Turbine,post_delay_n_projects__Gas Turbine,post_delay_mean_years__Battery,post_delay_p90_years__Battery,post_delay_n_projects__Battery
S2_IRA_INCENTIVE_RUSH__OAT_attrition,42,OAT: S2_IRA_INCENTIVE_RUSH — attrition only,378.0,2061.5,80930.104585,10008.63522,20779.58107,45546.164355,1.1414427157001414,5.0,707.0,236.0,14.0,0.25026511134676566,132.0,0.17424242424242425,0.22727272727272727,0.7651515151515151,0.045454545454545456,0.13636363636363635,0.8181818181818182,0.0,0.7651515151515151,0.23484848484848486,0.0,25236.159649999998,16674.718029999996,8.214874122222264,0.07196523490478479,9.833333333333334,0.2057300371633331,6.311237423211998,0.7223047279318822,8.595824766570525,0.0,0.0,0.9640173825476077,8.465511456315108,0.035982617452392396,1.5,0.0,0.0,265.0,50203.16443999998,86.0,15363.276349999998,150.0,28359.818240000004,232.0,43915.34122999999,0.0,0.0,0.32452830188679244,0.5660377358490566,0.8754716981132076,1.0,0.3060220709465701,0.5649010088576005,0.8747524527559445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37592788971368,10.0,943.0,7.522641509433963,14.5,265.0,4.878787878787879,13.0,33.0,0.16233766233766234,0.0,77.0,0.12940140845070422,0.0,568.0,5.401515151515151,10.0,132.0,2.8947368421052633,13.0,19.0,0.0,0.0,64.0,0.07926829268292683,0.0,492.0
S2_IRA_INCENTIVE_RUSH__OAT_capital_combo,42,OAT: S2_IRA_INCENTIVE_RUSH — capital discipline combo (def mult + dists + TX split),414.0,2064.5,116861.71989000001,13897.430780000002,29800.036289999996,74564.94284,2.1931778013432277,9.666666666666696,943.0,0.0,0.0,0.0,265.0,0.32452830188679244,0.5660377358490566,0.8754716981132076,0.09056603773584905,0.39622641509433965,0.5132075471698113,0.0,0.8754716981132076,0.12452830188679245,0.0,50203.16443999998,43207.65376999999,7.610968131183172,0.09517375282374656,15.043206176368187,0.46362498867987034,7.014454040831987,0.44120125849638336,6.634553989207725,0.0,0.0,0.9747194664673411,7.791675072006367,0.025280533532658897,0.6436083356082631,0.0,0.0,265.0,50203.16443999998,86.0,15363.276349999998,150.0,28359.818240000004,232.0,43915.34122999999,0.0,0.0,0.32452830188679244,0.5660377358490566,0.8754716981132076,1.0,0.3060220709465701,0.5649010088576005,0.8747524527559445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1931778013432277,9.666666666666696,943.0,6.702201257861631,11.45000000000009,265.0,4.916666666666667,15.350000000000048,33.0,0.3116883116883058,0.6666666666665151,77.0,0.18632629107980966,0.5,568.0,6.702201257861631,11.45000000000009,265.0,4.916666666666667,15.350000000000048,33.0,0.3116883116883058,0.6666666666665151,77.0,0.18632629107980966,0.5,568.0
S2_IRA_INCENTIVE_RUSH__OAT_def_multiplier,42,OAT: S2_IRA_INCENTIVE_RUSH — definition multiplier only (0.55x),372.0,2061.0,116861.71989000001,13897.430780000002,27168.37663,76892.11325000001,2.286850477200427,9.75,943.0,0.0,0.0,0.0,265.0,0.32452830188679244,0.5660377358490566,0.8754716981132076,0.22641509433962265,0.3433962264150943,0.43018867924528303,0.0,0.8754716981132076,0.12452830188679245,0.0,50203.16443999998,41041.722819999995,8.688587162258747,0.2674781453046225,12.722811513630191,0.4262184888465655,6.408621019845336,0.3063033658488121,8.338270661134294,0.0,0.0,0.9853807306620274,8.808838030872835,0.01461926933797269,0.5833333333334849,0.0,0.0,265.0,50203.16443999998,86.0,15363.276349999998,150.0,28359.818240000004,232.0,43915.34122999999,0.0,0.0,0.32452830188679244,0.5660377358490566,0.8754716981132076,1.0,0.3060220709465701,0.5649010088576005,0.8747524527559445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.286850477200427,9.75,943.0,7.205660377358502,14.5,265.0,4.878787878787879,13.0,33.0,0.16233766233766234,0.0,77.0,0.12940140845070422,0.0,568.0,7.205660377358502,14.5,265.0,4.878787878787879,13.0,33.0,0.16233766233766234,0.0,77.0,0.12940140845070422,0.0,568.0
S2_IRA_INCENTIVE_RUSH__OAT_distributions,42,OAT: S2_IRA_INCENTIVE_RUSH — distributions only,425.0,2065.4166666666665,116861.71989000002,13697.430779999999,26886.490420000002,71872.6303,2.587751855779424,10.0,943.0,0.0,0.0,0.0,265.0,0.32452830188679244,0.5660377358490566,0.8754716981132076,0.1811320754716981,0.3584905660377358,0.46037735849056605,0.0,0.8754716981132076,0.12452830188679245,0.0,50203.16443999998,46332.839869999996,8.381245245641354,0.1851335666897899,15.239266327711958,0.39481156629564484,7.260808146473805,0.4200548670145653,6.4117682980721975,0.0,0.0,0.9391900291908438,8.87537847997857,0.060809970809156025,0.7495197143497202,0.0,0.0,265.0,50203.16443999998,86.0,15363.276349999998,150.0,28359.818240000004,232.0,43915.34122999999,0.0,0.0,0.32452830188679244,0.5660377358490566,0.8754716981132076,1.0,0.3060220709465701,0.5649010088576005,0.8747524527559445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.587751855779424,10.0,943.0,7.857232704402507,12.383333333333349,265.0,5.050505050505039,15.350000000000048,33.0,0.5216450216450226,1.166666666666515,77.0,0.26628521126760485,0.75,568.0,7.857232704402507,12.383333333333349,265.0,5.050505050505039,15.350000000000048,33.0,0.5216450216450226,1.166666666666515,77.0,0.26628521126760485,0.75,568.0
S2_IRA_INCENTIVE_RUSH__OAT_initial_queue,42,OAT: S2_IRA_INCENTIVE_RUSH — initial queue only (subtractive),378.0,2061.5,121645.46242999999,31976.609791859304,47157.37809859517,85579.74894363743,1.5229405630865485,6.5,959.0,0.0,0.0,0.0,273.0,0.6886446886446886,0.5714285714285714,0.8681318681318682,0.09523809523809523,0.45054945054945056,0.4542124542124542,0.0,0.8681318681318682,0.13186813186813187,0.0,50203.16443999999,39476.24302912608,6.553171120006329,0.12392865152502182,6.4307918461576365,0.5805906874071796,6.236990393353493,0.2954806610677986,7.225762967800223,0.0,0.0,1.0,6.553171120006329,0.0,0.0,0.0,0.0,273.0,50203.16443999998,188.0,34387.81037879114,156.0,29082.21532407076,237.0,44531.037535778974,0.0,0.0,0.6886446886446886,0.5714285714285714,0.8681318681318682,1.0,0.6849729646004592,0.5792904819541446,0.8870165463175133,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5229405630865485,6.5,959.0,5.029304029304029,10.0,273.0,0.0,0.0,30.0,0.21022727272727273,0.5,88.0,0.12147887323943662,0.0,568.0,5.029304029304029,10.0,273.0,0.0,0.0,30.0,0.21022727272727273,0.5,88.0,0.12147887323943662,0.0,568.0
S2_IRA_INCENTIVE_RUSH__OAT_tx_split,42,OAT: S2_IRA_INCENTIVE_RUSH — transmission split only,378.0,2061.5,116861.71989,13897.430780000002,27294.499060000002,71368.49309999999,2.16118769883351,10.0,943.0,0.0,0.0,0.0,265.0,0.32452830188679244,0.5660377358490566,0.8754716981132076,0.08679245283018867,0.39245283018867927,0.5207547169811321,0.0,0.8754716981132076,0.12452830188679245,0.0,50203.16443999998,39041.722819999995,8.513923015065348,0.10020650415549465,15.807858432700925,0.5079731773476077,7.25884755184302,0.39182031849689775,8.27566304112813,0.0,0.0,1.0,8.513923015065348,0.0,0.0,0.0,0.0,265.0,50203.16443999998,86.0,15363.276349999998,150.0,28359.818240000004,232.0,43915.34122999999,0.0,0.0,0.32452830188679244,0.5660377358490566,0.8754716981132076,1.0,0.3060220709465701,0.5649010088576005,0.8747524527559445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16118769883351,10.0,943.0,6.758490566037736,11.5,265.0,4.878787878787879,13.0,33.0,0.16233766233766234,0.0,77.0,0.12940140845070422,0.0,568.0,6.758490566037736,11.5,265.0,4.878787878787879,13.0,33.0,0.16233766233766234,0.0,77.0,0.12940140845070422,0.0,568.0
S3_CHINA_COORDINATED,42,"Scenario 3: coordinated deployment (deterministic durations, fast definition, high FID solar, very low attrition, big TX initial queue)",368.0,2060.6666666666665,101203.2203720496,24251.540710666668,39509.43161468585,77782.8542120496,0.8875537319265324,4.75,853.0,70.0,5.0,0.07135575942915393,164.0,1.0,0.9817073170731707,1.0,0.06707317073170732,0.12195121951219512,0.8109756097560976,0.0,1.0,0.0,0.0,31067.55269,20546.44951,4.8944344743223,0.09221258588146211,4.498346130162351,0.1864307679112974,1.6868586706654507,0.7213566462072405,5.77404812174358,0.0,0.0,1.0,4.8944344743223,0.0,0.0,0.0,0.0,265.0,50203.16443999998,251.0,47529.54602999998,220.0,41507.78031999999,196.0,37019.95710999999,69.0,13183.207329999997,0.9471698113207547,0.8301886792452831,0.7396226415094339,0.7396226415094339,0.9467440262018672,0.8267960950869496,0.7374028614121362,0.7374028614121361,0.0,0.0,14.0,2673.61841,0.0,0.0,31.0,6021.76571,0.0,0.0,24.0,4487.8232100000005,1.087445175438595,4.75,912.0,3.799744897959177,9.75,196.0,3.5,13.0,46.0,0.12254901960784313,0.0,102.0,0.12940140845070422,0.0,568.0,3.3633130081300737,9.75,164.0,3.2195121951219514,13.0,41.0,0.07575757575757576,0.0,99.0,0.12021857923497267,0.0,549.0
S3_CHINA_COORDINATED__OAT_attrition,42,OAT: S3_CHINA_COORDINATED — attrition only,378.0,2061.5,108514.43533000001,13197.430780000002,24768.37663,65011.13035000001,2.040022547914318,10.0,887.0,56.0,2.0,0.05938494167550371,231.0,0.30303030303030304,0.5281385281385281,0.8614718614718615,0.17316017316017315,0.3116883116883117,0.5151515151515151,0.0,0.8614718614718615,0.13852813852813853,0.0,44041.50077999999,35080.05916,8.523613768614865,0.20943002109806022,12.024370804674115,0.3980045679603694,6.782898891980759,0.3925654109415704,8.42082542715772,0.0,0.0,0.9828962660164453,8.645834216138278,0.017103733983554664,1.5,0.0,0.0,265.0,50203.16443999998,86.0,15363.276349999998,150.0,28359.818240000004,232.0,43915.34122999999,0.0,0.0,0.32452830188679244,0.5660377358490566,0.8754716981132076,1.0,0.3060220709465701,0.5649010088576005,0.8747524527559445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37592788971368,10.0,943.0,7.522641509433963,14.5,265.0,4.878787878787879,13.0,33.0,0.16233766233766234,0.0,77.0,0.12940140845070422,0.0,568.0,6.796536796536796,11.5,231.0,5.193548387096774,13.0,31.0,0.16447368421052633,0.0,76.0,0.12021857923497267,0.0,549.0
S3_CHINA_COORDINATED__OAT_capital_combo,42,OAT: S3_CHINA_COORDINATED — capital discipline combo (def mult + dists + TX split),373.0,2061.0833333333335,116861.71989,13897.430780000002,27294.499060000002,73398.97682,2.0810357016613628,9.75,943.0,0.0,0.0,0.0,265.0,0.32452830188679244,0.5660377358490566,0.8754716981132076,0.0830188679245283,0.39622641509433965,0.5207547169811321,0.0,0.8754716981132076,0.12452830188679245,0.0,50203.16443999998,39041.722819999995,8.152709905566592,0.09508377939967148,15.649843606146742,0.5130959021034309,6.860405170118097,0.39182031849689775,8.025663041128132,0.0,0.0,1.0,8.152709905566592,0.0,0.0,0.0,0.0,265.0,50203.16443999998,86.0,15363.276349999998,150.0,28359.818240000004,232.0,43915.34122999999,0.0,0.0,0.32452830188679244,0.5660377358490566,0.8754716981132076,1.0,0.3060220709465701,0.5649010088576005,0.8747524527559445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0810357016613628,9.75,943.0,6.473270440251566,11.083333333333258,265.0,4.878787878787879,13.0,33.0,0.16233766233766234,0.0,77.0,0.12940140845070422,0.0,568.0,6.473270440251566,11.083333333333258,265.0,4.878787878787879,13.0,33.0,0.16233766233766234,0.0,77.0,0.12940140845070422,0.0,568.0
S3_CHINA_COORDINATED__OAT_def_multiplier,42,OAT: S3_CHINA_COORDINATED — definition multiplier only (0.6x),373.0,2061.0833333333335,116861.71989,13897.430780000002,25768.37663,71198.97682,2.295599151643689,9.75,943.0,0.0,0.0,0.0,265.0,0.32452830188679244,0.5660377358490566,0.8754716981132076,0.2,0.3433962264150943,0.45660377358490567,0.0,0.8754716981132076,0.12452830188679245,0.0,50203.16443999998,41041.722819999995,8.72647647149458,0.2333665168493529,13.716397388086177,0.4262184888465655,6.477257931646411,0.34041499430408173,8.121855817402388,0.0,0.0,0.9853807306620274,8.846053125150522,0.01461926933797269,0.6666666666665151,0.0,0.0,265.0,50203.16443999998,86.0,15363.276349999998,150.0,28359.818240000004,232.0,43915.34122999999,0.0,0.0,0.32452830188679244,0.5660377358490566,0.8754716981132076,1.0,0.3060220709465701,0.5649010088576005,0.8747524527559445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.295599151643689,9.75,943.0,7.2367924528301835,14.5,265.0,4.878787878787879,13.0,33.0,0.16233766233766234,0.0,77.0,0.12940140845070422,0.0,568.0,7.2367924528301835,14.5,265.0,4.878787878787879,13.0,33.0,0.16233766233766234,0.0,77.0,0.12940140845070422,0.0,568.0
S3_CHINA_COORDINATED__OAT_distributions,42,OAT: S3_CHINA_COORDINATED — distributions only,378.0,2061.5,116861.71989000001,13897.430780000002,25768.37663,70368.4931,2.37592788971368,10.0,943.0,0.0,0.0,0.0,265.0,0.32452830188679244,0.5660377358490566,0.8754716981132076,0.2037735849056604,0.33962264150943394,0.45660377358490567,0.0,0.8754716981132076,0.12452830188679245,0.0,50203.16443999998,41041.722819999995,9.072127925598618,0.23615968151504615,13.976230191646676,0.42342532418087225,6.899919389598755,0.34041499430408173,8.371855817402386,0.0,0.0,0.9853807306620274,9.184469251302783,0.01461926933797269,1.5,0.0,0.0,265.0,50203.16443999998,86.0,15363.276349999998,150.0,28359.818240000004,232.0,43915.34122999999,0.0,0.0,0.32452830188679244,0.5660377358490566,0.8754716981132076,1.0,0.3060220709465701,0.5649010088576005,0.8747524527559445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37592788971368,10.0,943.0,7.522641509433963,14.5,265.0,4.878787878787879,13.0,33.0,0.16233766233766234,0.0,77.0,0.12940140845070422,0.0,568.0,7.522641509433963,14.5,265.0,4.878787878787879,13.0,33.0,0.16233766233766234,0.0,77.0,0.12940140845070422,0.0,568.0
S3_CHINA_COORDINATED__OAT_initial_queue,42,OAT: S3_CHINA_COORDINATED — initial queue only (additive),378.0,2061.5,120581.71989000001,15374.757113333333,26845.70296333333,74805.84475,2.1985221674876847,9.5,1015.0,0.0,0.0,0.0,283.0,0.46996466431095407,0.5759717314487632,0.8621908127208481,0.24734982332155478,0.31448763250883394,0.4381625441696113,0.0,0.8621908127208481,0.13780918727915195,0.0,50653.16443999998,42090.90659999999,8.665651374050789,0.2794801349483565,12.011477428402486,0.3868282913947342,6.579118499795001,0.3336915736569096,8.282177589878472,0.0,0.0,0.9952483798483922,8.699862385249341,0.00475162015160776,1.5,0.0,0.0,283.0,50653.16443999998,133.0,22683.401210000004,163.0,28860.717230000002,244.0,44466.889769999994,0.0,0.0,0.46996466431095407,0.5759717314487632,0.8621908127208481,1.0,0.4478180477128748,0.5697712581054297,0.877869927014574,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1985221674876847,9.5,1015.0,6.980565371024735,11.5,283.0,3.156862745098039,13.0,51.0,0.19473684210526315,0.5,95.0,0.13054607508532423,0.0,586.0,6.980565371024735,11.5,283.0,3.156862745098039,13.0,51.0,0.19473684210526315,0.5,95.0,0.13054607508532423,0.0,586.0
S3_CHINA_COORDINATED__OAT_tx_split,42,OAT: S3_CHINA_COORDINATED — transmission split only,378.0,2061.5,116861.71989,13897.430780000002,27294.499060000002,71368.49309999999,2.16118769883351,10.0,943.0,0.0,0.0,0.0,265.0,0.32452830188679244,0.5660377358490566,0.8754716981132076,0.08679245283018867,0.39245283018867927,0.5207547169811321,0.0,0.8754716981132076,0.12452830188679245,0.0,50203.16443999998,39041.722819999995,8.513923015065348,0.10020650415549465,15.807858432700925,0.5079731773476077,7.25884755184302,0.39182031849689775,8.27566304112813,0.0,0.0,1.0,8.513923015065348,0.0,0.0,0.0,0.0,265.0,50203.16443999998,86.0,15363.276349999998,150.0,28359.818240000004,232.0,43915.34122999999,0.0,0.0,0.32452830188679244,0.5660377358490566,0.8754716981132076,1.0,0.3060220709465701,0.5649010088576005,0.8747524527559445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16118769883351,10.0,943.0,6.758490566037736,11.5,265.0,4.878787878787879,13.0,33.0,0.16233766233766234,0.0,77.0,0.12940140845070422,0.0,568.0,6.758490566037736,11.5,265.0,4.878787878787879,13.0,33.0,0.16233766233766234,0.0,77.0,0.12940140845070422,0.0,568.0
